#Please wait 3[s]#Please wait 2[s]#Please wait 1[s]#Please wait 0[s]
55.873871  2.000000 -10.088588 -13.712325  0.129781  0.037338  1.000000 -1.085718  0.000000
55.916759  5.000000  3.125010  0.976748  0.135159  0.042994  0.000000 -0.089913  0.000000
55.959583  7.000000 -3.405614 13.751114  0.145485  0.042512  0.000000 -0.006842  0.000000
56.003792  7.000000 -0.934795 19.875267  0.157417  0.033776  0.000000  0.000294  0.000000
56.046719  7.000000 -16.751120 27.836639  0.166622  0.022412 -1.000000  0.915444  0.000000
56.133881  6.000000 -9.789126 36.017860  0.186189  0.001845 -1.000000  0.992142  0.000000
56.239079  6.000000 -12.283731 52.908306  0.206253 -0.022280  0.000000  0.081999  0.000000
56.346760  9.000000 -3.703880 76.967728  0.213063 -0.029996  1.000000 -0.909133  0.000000
56.433903 10.000000 -7.789425 97.510735  0.216334 -0.050426  3.000000 -2.825368  0.000000
56.496727  8.000000 -7.772385 106.021591  0.221511 -0.080221  5.000000 -4.818101  0.000000
56.581470  5.000000 -0.438085 108.292603  0.220077 -0.109844  5.000000 -4.984833  0.000000
56.627254  4.000000 -2.760273 110.003227  0.220131 -0.121020  6.000000 -5.915456  0.000000
56.669128  4.000000 -2.055454 119.072556  0.219568 -0.133767  7.000000 -6.909698  0.000000
56.711559  3.000000 -4.369499 123.508049  0.218030 -0.148685  8.000000 -7.909416  0.000000
56.796726  3.000000 -3.524728 128.006195  0.207591 -0.154964  8.000000 -7.992704  0.000000
56.839066  4.000000 -3.417810 130.634552  0.199025 -0.149954  9.000000 -8.915897  0.000000
56.883888  6.000000 -9.854283 137.495270  0.188221 -0.142157  9.000000 -8.993849  0.000000
